WBGeneID,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00020770,Direct,SET5,Larval,ClassC
WBGene00020771,Direct,SET2,Increasing,ClassC
WBGene00020773,Indirect,SET2,Not_Bound,NA
WBGene00020774,Indirect,SET3,Not_Bound,NA
WBGene00020777,Indirect,SET2,Not_Bound,NA
WBGene00020778,Indirect,SET2,Not_Bound,NA
WBGene00020786,Direct,SET1,Increasing,ClassD
WBGene00020786,Direct,SET1,Larval,ClassD
WBGene00020788,Direct,SET6,Increasing,ClassA
WBGene00020788,Direct,SET6,Increasing,ClassA
WBGene00020788,Direct,SET6,Larval,ClassA
WBGene00020791,Direct,SET2,Larval,ClassC
WBGene00020791,Direct,SET2,Larval,ClassC
WBGene00020792,Indirect,SET2,Increasing,NA
WBGene00020799,Direct,SET6,Increasing,ClassA
WBGene00020819,Indirect,SET2,Not_Bound,NA
WBGene00020837,Indirect,SET6,Not_Bound,NA
WBGene00020846,Indirect,SET2,Not_Bound,NA
WBGene00020847,Direct,SET6,Increasing,ClassA
WBGene00020847,Direct,SET6,Increasing,ClassA
WBGene00020858,Indirect,SET2,Not_Bound,NA
WBGene00020864,Indirect,SET6,Increasing,NA
WBGene00020873,Indirect,SET6,Not_Bound,NA
WBGene00020886,Indirect,SET1,Not_Bound,NA
WBGene00020887,Indirect,SET2,Not_Bound,NA
WBGene00020895,Indirect,SET2,Increasing,NA
WBGene00020895,Indirect,SET2,Increasing,NA
WBGene00020896,Indirect,SET2,Not_Bound,NA
WBGene00020897,Indirect,SET2,Not_Bound,NA
WBGene00020903,Indirect,SET6,Increasing,NA
WBGene00020903,Indirect,SET6,Increasing,NA
WBGene00020910,Indirect,SET2,Not_Bound,NA
WBGene00020938,Direct,SET6,Larval,ClassA
WBGene00020943,Direct,SET6,Larval,ClassA
WBGene00020943,Direct,SET6,Increasing,ClassA
WBGene00020943,Direct,SET6,Larval,ClassA
WBGene00020946,Indirect,SET6,Not_Bound,NA
WBGene00020948,Indirect,SET2,Not_Bound,NA
WBGene00020967,Indirect,SET6,Not_Bound,NA
WBGene00020972,Indirect,SET2,Increasing,NA
WBGene00020981,Indirect,SET6,Not_Bound,NA
WBGene00020989,Direct,SET6,Increasing,ClassA
WBGene00020989,Direct,SET6,Increasing,ClassA
WBGene00020989,Direct,SET6,Increasing,ClassA
WBGene00020995,Indirect,SET1,Not_Bound,NA
WBGene00021011,Indirect,SET1,Not_Bound,NA
WBGene00021014,Indirect,SET2,Not_Bound,NA
WBGene00021020,Indirect,SET2,Larval,NA
WBGene00021028,Indirect,SET6,Not_Bound,NA
WBGene00021035,Indirect,SET2,Not_Bound,NA
WBGene00021037,Indirect,SET2,Not_Bound,NA
WBGene00021038,Indirect,SET1,Not_Bound,NA
WBGene00021043,Indirect,SET1,Not_Bound,NA
WBGene00021044,Indirect,SET2,L3_High,NA
WBGene00021044,Indirect,SET2,Larval,NA
WBGene00021048,Direct,SET2,Increasing,ClassC
WBGene00021048,Direct,SET2,Larval,ClassC
WBGene00021048,Direct,SET2,Larval,ClassC
WBGene00021056,Indirect,SET2,Not_Bound,NA
WBGene00021060,Direct,SET6,Larval,ClassA
WBGene00021060,Direct,SET6,Increasing,ClassA
WBGene00021071,Indirect,SET1,Not_Bound,NA
WBGene00021079,Indirect,SET2,Not_Bound,NA
WBGene00021081,Indirect,SET3,Not_Bound,NA
WBGene00021082,Direct,SET2,Increasing,ClassC
WBGene00021082,Direct,SET2,Increasing,ClassC
WBGene00021114,Indirect,SET3,Not_Bound,NA
WBGene00021121,Direct,SET1,Larval,ClassD
WBGene00021127,Indirect,SET2,Larval,NA
WBGene00021147,Indirect,SET6,Not_Bound,NA
WBGene00021148,Indirect,SET4,L3_High,NA
WBGene00021160,Direct,SET6,Larval,ClassA
WBGene00021164,Indirect,SET6,Not_Bound,NA
WBGene00021167,Direct,SET6,Increasing,ClassB
WBGene00021167,Direct,SET6,Increasing,ClassB
WBGene00021167,Direct,SET6,Increasing,ClassB
WBGene00021171,Indirect,SET2,Not_Bound,NA
WBGene00021172,Indirect,SET2,Not_Bound,NA
WBGene00021173,Indirect,SET2,Not_Bound,NA
WBGene00021178,Direct,SET2,Not_Changing,ClassC
WBGene00021190,Direct,SET6,Increasing,ClassA
WBGene00021190,Direct,SET6,Increasing,ClassA
WBGene00021192,Indirect,SET2,L3_High,NA
WBGene00021200,Indirect,SET2,Not_Bound,NA
WBGene00021201,Indirect,SET2,Not_Bound,NA
WBGene00021206,Indirect,SET2,Not_Bound,NA
WBGene00021215,Indirect,SET1,Increasing,NA
WBGene00021253,Indirect,SET6,Not_Bound,NA
WBGene00021256,Indirect,SET6,Not_Bound,NA
WBGene00021259,Indirect,SET6,Not_Bound,NA
WBGene00021261,Indirect,SET3,Not_Bound,NA
WBGene00021262,Direct,SET3,Increasing,ClassB
WBGene00021281,Direct,SET5,Increasing,ClassA
WBGene00021281,Direct,SET5,L3_High,ClassA
WBGene00021281,Direct,SET5,Increasing,ClassA
WBGene00021292,Indirect,SET2,Increasing,NA
WBGene00021297,Indirect,SET1,Embryo_Specific,NA
WBGene00021310,Indirect,SET6,Not_Bound,NA
WBGene00021321,Direct,SET6,Larval,ClassA
WBGene00021321,Direct,SET6,Increasing,ClassA
WBGene00021322,Direct,SET2,Increasing,ClassC
WBGene00021325,Direct,SET3,Increasing,ClassC
WBGene00021335,Indirect,SET6,Not_Bound,NA
WBGene00021336,Indirect,SET6,Not_Bound,NA
WBGene00021339,Indirect,SET3,Not_Bound,NA
WBGene00021340,Indirect,SET3,Increasing,NA
WBGene00021343,Indirect,SET2,Increasing,NA
WBGene00021352,Direct,SET3,Increasing,ClassC
WBGene00021352,Direct,SET3,Increasing,ClassC
WBGene00021354,Indirect,SET2,Larval,NA
WBGene00021354,Indirect,SET2,Increasing,NA
WBGene00021367,Indirect,SET5,Not_Bound,NA
WBGene00021368,Indirect,SET2,Not_Bound,NA
WBGene00021396,Direct,SET2,Increasing,ClassC
WBGene00021397,Indirect,SET2,Embryo_Specific,NA
WBGene00021397,Indirect,SET2,Embryo_Specific,NA
WBGene00021397,Indirect,SET2,Embryo_Specific,NA
WBGene00021434,Indirect,SET2,Larval,NA
WBGene00021435,Indirect,SET2,Not_Changing,NA
WBGene00021464,Indirect,SET2,Not_Bound,NA
WBGene00021465,Indirect,SET2,Not_Bound,NA
WBGene00021473,Indirect,SET5,Not_Bound,NA
WBGene00021475,Indirect,SET2,Not_Bound,NA
WBGene00021490,Indirect,SET6,Not_Bound,NA
WBGene00021491,Indirect,SET1,Increasing,NA
WBGene00021494,Indirect,SET1,Not_Bound,NA
WBGene00021495,Indirect,SET6,Increasing,NA
WBGene00021496,Direct,SET2,Not_Changing,ClassD
WBGene00021500,Direct,SET2,Increasing,ClassC
WBGene00021500,Direct,SET2,Increasing,ClassC
WBGene00021500,Direct,SET2,Larval,ClassC
WBGene00021503,Direct,SET6,Larval,ClassA
WBGene00021504,Indirect,SET2,Not_Bound,NA
WBGene00021517,Indirect,SET2,Not_Bound,NA
WBGene00021518,Indirect,SET2,Increasing,NA
WBGene00021519,Direct,SET2,Larval,ClassD
WBGene00021535,Direct,SET2,L3_High,ClassC
WBGene00021535,Direct,SET2,Increasing,ClassC
WBGene00021535,Direct,SET2,Not_Changing,ClassC
WBGene00021546,Indirect,SET2,Not_Bound,NA
WBGene00021555,Indirect,SET2,Not_Bound,NA
WBGene00021556,Indirect,SET2,Not_Bound,NA
WBGene00021560,Indirect,SET2,Not_Bound,NA
WBGene00021565,Indirect,SET3,Increasing,NA
WBGene00021579,Indirect,SET1,Not_Bound,NA
WBGene00021580,Indirect,SET3,Increasing,NA
WBGene00021583,Direct,SET3,Increasing,ClassB
WBGene00021583,Direct,SET3,Larval,ClassB
WBGene00021583,Direct,SET3,Larval,ClassB
WBGene00021585,Direct,SET1,Increasing,ClassD
WBGene00021586,Direct,SET6,Larval,ClassA
WBGene00021587,Direct,SET6,Larval,ClassA
WBGene00021587,Direct,SET6,Increasing,ClassA
WBGene00021589,Direct,SET2,Larval,ClassD
WBGene00021590,Direct,SET2,Increasing,ClassC
WBGene00021590,Direct,SET2,Increasing,ClassC
WBGene00021590,Direct,SET2,Larval,ClassC
WBGene00021590,Direct,SET2,Increasing,ClassC
WBGene00021602,Direct,SET3,Increasing,ClassC
WBGene00021606,Indirect,SET2,Not_Bound,NA
WBGene00021635,Direct,SET3,Larval,ClassC
WBGene00021635,Direct,SET3,Increasing,ClassC
WBGene00021649,Indirect,SET2,Not_Bound,NA
WBGene00021658,Indirect,SET2,Not_Bound,NA
WBGene00021661,Indirect,SET2,Not_Bound,NA
WBGene00021704,Indirect,SET2,L3_High,NA
WBGene00021709,Indirect,SET1,Not_Bound,NA
WBGene00021740,Indirect,SET1,Not_Bound,NA
WBGene00021746,Indirect,SET6,Not_Bound,NA
WBGene00021765,Indirect,SET2,Not_Bound,NA
WBGene00021768,Direct,SET2,Increasing,ClassC
WBGene00021772,Direct,SET6,Increasing,ClassA
WBGene00021805,Indirect,SET6,Not_Bound,NA
WBGene00021814,Direct,SET3,Increasing,ClassB
WBGene00021814,Direct,SET3,L3_High,ClassB
WBGene00021814,Direct,SET3,Increasing,ClassB
WBGene00021820,Direct,SET2,Increasing,ClassC
WBGene00021820,Direct,SET2,Increasing,ClassC
WBGene00021820,Direct,SET2,Increasing,ClassC
WBGene00021832,Indirect,SET2,Not_Bound,NA
WBGene00021852,Direct,SET6,Increasing,ClassA
WBGene00021860,Direct,SET3,Increasing,ClassB
WBGene00021862,Indirect,SET3,Increasing,NA
WBGene00021862,Indirect,SET3,Increasing,NA
WBGene00021869,Indirect,SET6,L3_High,NA
WBGene00021870,Indirect,SET2,Increasing,NA
WBGene00021872,Direct,SET6,Increasing,ClassA
WBGene00021872,Direct,SET6,Larval,ClassA
WBGene00021873,Indirect,SET6,Not_Bound,NA
WBGene00021879,Direct,SET3,Increasing,ClassB
WBGene00021880,Indirect,SET4,Not_Bound,NA
WBGene00021883,Indirect,SET2,L3_High,NA
WBGene00021887,Indirect,SET2,Not_Bound,NA
WBGene00021888,Indirect,SET2,L3_High,NA
WBGene00021888,Indirect,SET2,L3_High,NA
WBGene00021893,Indirect,SET1,Increasing,NA
WBGene00021895,Indirect,SET4,Increasing,NA
WBGene00021895,Indirect,SET4,Larval,NA
WBGene00021915,Indirect,SET5,L3_High,NA
WBGene00021945,Indirect,SET1,Increasing,NA
WBGene00021977,Indirect,SET2,Not_Bound,NA
WBGene00021978,Indirect,SET1,Not_Bound,NA
WBGene00021979,Indirect,SET1,Not_Bound,NA
WBGene00021981,Indirect,SET2,Not_Bound,NA
WBGene00021984,Indirect,SET6,Not_Bound,NA
WBGene00022013,Indirect,SET3,Not_Bound,NA
WBGene00022034,Indirect,SET2,Not_Bound,NA
WBGene00022035,Indirect,SET2,Not_Bound,NA
WBGene00022036,Indirect,SET2,Not_Bound,NA
WBGene00022040,Indirect,SET1,Increasing,NA
WBGene00022040,Indirect,SET1,Larval,NA
WBGene00022047,Indirect,SET4,Increasing,NA
WBGene00022047,Indirect,SET4,Increasing,NA
WBGene00022048,Indirect,SET2,L3_High,NA
WBGene00022060,Indirect,SET1,Not_Bound,NA
WBGene00022061,Direct,SET6,Not_Changing,ClassA
WBGene00022061,Direct,SET6,Increasing,ClassA
WBGene00022086,Indirect,SET6,Not_Bound,NA
WBGene00022097,Indirect,SET6,Not_Bound,NA
WBGene00022101,Indirect,SET2,Not_Bound,NA
WBGene00022110,Indirect,SET2,Not_Bound,NA
WBGene00022113,Indirect,SET2,Increasing,NA
WBGene00022119,Indirect,SET2,L3_High,NA
WBGene00022119,Indirect,SET2,L3_High,NA
WBGene00022141,Indirect,SET2,Embryo_Specific,NA
WBGene00022142,Indirect,SET2,Not_Bound,NA
WBGene00022178,Direct,SET2,Increasing,ClassC
WBGene00022178,Direct,SET2,Increasing,ClassC
WBGene00022179,Indirect,SET6,Not_Bound,NA
WBGene00022180,Indirect,SET2,Not_Bound,NA
WBGene00022181,Direct,SET6,Larval,ClassB
WBGene00022181,Direct,SET6,Increasing,ClassB
WBGene00022181,Direct,SET6,Increasing,ClassB
WBGene00022200,Direct,SET6,Increasing,ClassB
WBGene00022200,Direct,SET6,Increasing,ClassB
WBGene00022200,Direct,SET6,Increasing,ClassB
WBGene00022203,Direct,SET1,Embryo_Specific,ClassD
WBGene00022203,Direct,SET1,Not_Changing,ClassD
WBGene00022203,Direct,SET1,L3_High,ClassD
WBGene00022244,Indirect,SET2,Not_Bound,NA
WBGene00022246,Direct,SET3,Larval,ClassB
WBGene00022246,Direct,SET3,Increasing,ClassB
WBGene00022255,Indirect,SET2,Not_Bound,NA
WBGene00022256,Indirect,SET6,Not_Bound,NA
WBGene00022257,Indirect,SET2,Not_Bound,NA
WBGene00022261,Direct,SET4,Increasing,ClassB
WBGene00022261,Direct,SET4,Increasing,ClassB
WBGene00022268,Indirect,SET1,Not_Bound,NA
WBGene00022269,Indirect,SET1,Not_Bound,NA
WBGene00022271,Indirect,SET6,Not_Bound,NA
WBGene00022275,Direct,SET2,Increasing,ClassC
WBGene00022275,Direct,SET2,L3_High,ClassC
WBGene00022276,Direct,SET6,Increasing,ClassA
WBGene00022276,Direct,SET6,Increasing,ClassA
WBGene00022276,Direct,SET6,Increasing,ClassA
WBGene00022281,Indirect,SET4,Not_Bound,NA
WBGene00022285,Indirect,SET2,Not_Bound,NA
WBGene00022302,Indirect,SET6,Not_Bound,NA
WBGene00022325,Indirect,SET6,Not_Bound,NA
WBGene00022326,Direct,SET3,L3_High,ClassC
WBGene00022335,Indirect,SET2,Not_Bound,NA
WBGene00022337,Direct,SET3,Increasing,ClassB
WBGene00022337,Direct,SET3,Increasing,ClassB
WBGene00022337,Direct,SET3,Increasing,ClassB
WBGene00022345,Direct,SET4,Larval,ClassB
WBGene00022346,Direct,SET4,Increasing,ClassB
WBGene00022346,Direct,SET4,Increasing,ClassB
WBGene00022353,Indirect,SET3,Increasing,NA
WBGene00022366,Indirect,SET5,L3_High,NA
WBGene00022366,Indirect,SET5,Not_Changing,NA
WBGene00022378,Indirect,SET1,L3_High,NA
WBGene00022378,Indirect,SET1,L3_High,NA
WBGene00022382,Direct,SET2,Increasing,ClassC
WBGene00022382,Direct,SET2,L3_High,ClassC
WBGene00022383,Indirect,SET6,Not_Bound,NA
WBGene00022397,Indirect,SET1,Not_Bound,NA
WBGene00022399,Indirect,SET2,Not_Bound,NA
WBGene00022411,Direct,SET6,Increasing,ClassA
WBGene00022411,Direct,SET6,Larval,ClassA
WBGene00022413,Direct,SET3,Larval,ClassB
WBGene00022413,Direct,SET3,Increasing,ClassB
WBGene00022452,Indirect,SET2,L3_High,NA
WBGene00022462,Indirect,SET2,Not_Bound,NA
WBGene00022469,Indirect,SET6,Not_Bound,NA
WBGene00022474,Indirect,SET6,Not_Bound,NA
WBGene00022486,Indirect,SET6,Increasing,NA
WBGene00022487,Direct,SET6,Larval,ClassA
WBGene00022490,Indirect,SET6,Larval,NA
WBGene00022497,Direct,SET3,Increasing,ClassC
WBGene00022499,Indirect,SET2,Not_Bound,NA
WBGene00022500,Indirect,SET6,Increasing,NA
WBGene00022500,Indirect,SET6,Increasing,NA
WBGene00022503,Indirect,SET6,Not_Bound,NA
WBGene00022505,Direct,SET2,Increasing,ClassD
WBGene00022506,Indirect,SET6,Not_Bound,NA
WBGene00022515,Direct,SET6,Increasing,ClassA
WBGene00022515,Direct,SET6,Increasing,ClassA
WBGene00022515,Direct,SET6,Increasing,ClassA
WBGene00022550,Indirect,SET3,Not_Bound,NA
WBGene00022562,Direct,SET6,Larval,ClassB
WBGene00022562,Direct,SET6,Larval,ClassB
WBGene00022567,Indirect,SET6,Not_Bound,NA
WBGene00022571,Direct,SET6,Increasing,ClassA
WBGene00022572,Indirect,SET6,Not_Bound,NA
WBGene00022573,Indirect,SET6,Not_Bound,NA
WBGene00022574,Indirect,SET6,Increasing,NA
WBGene00022575,Indirect,SET6,Not_Bound,NA
WBGene00022597,Direct,SET6,Larval,ClassA
WBGene00022606,Indirect,SET6,L3_High,NA
WBGene00022609,Indirect,SET1,Not_Bound,NA
WBGene00022610,Direct,SET4,Larval,ClassB
WBGene00022610,Direct,SET4,Increasing,ClassB
WBGene00022610,Direct,SET4,Larval,ClassB
WBGene00022610,Direct,SET4,Larval,ClassB
WBGene00022615,Direct,SET1,Increasing,ClassD
WBGene00022624,Indirect,SET6,Not_Bound,NA
WBGene00022633,Indirect,SET6,Not_Bound,NA
WBGene00022638,Indirect,SET2,Not_Bound,NA
WBGene00022642,Direct,SET6,Increasing,ClassA
WBGene00022642,Direct,SET6,Increasing,ClassA
WBGene00022643,Direct,SET5,Increasing,ClassA
WBGene00022643,Direct,SET5,Larval,ClassA
WBGene00022644,Direct,SET3,Increasing,ClassC
WBGene00022645,Indirect,SET3,Not_Bound,NA
WBGene00022649,Indirect,SET6,Increasing,NA
WBGene00022653,Indirect,SET2,Not_Bound,NA
WBGene00022659,Indirect,SET5,Not_Bound,NA
WBGene00022665,Indirect,SET6,Not_Bound,NA
WBGene00022694,Indirect,SET2,Embryo_Specific,NA
WBGene00022698,Indirect,SET1,Not_Bound,NA
WBGene00022709,Indirect,SET2,Not_Bound,NA
WBGene00022715,Indirect,SET6,Not_Bound,NA
WBGene00022717,Indirect,SET3,Larval,NA
WBGene00022721,Direct,SET2,Increasing,ClassC
WBGene00022735,Indirect,SET2,Not_Bound,NA
WBGene00022736,Direct,SET2,Increasing,ClassD
WBGene00022737,Indirect,SET2,Not_Bound,NA
WBGene00022744,Indirect,SET6,Not_Bound,NA
WBGene00022770,Indirect,SET2,Larval,NA
WBGene00022775,Indirect,SET2,Not_Bound,NA
WBGene00022782,Direct,SET1,L3_High,ClassD
WBGene00022789,Indirect,SET2,Not_Bound,NA
WBGene00022793,Indirect,SET2,Increasing,NA
WBGene00022814,Indirect,SET1,Not_Bound,NA
WBGene00022816,Direct,SET5,Increasing,ClassA
WBGene00022830,Direct,SET2,Increasing,ClassC
WBGene00022838,Indirect,SET6,Not_Bound,NA
WBGene00022847,Indirect,SET2,Not_Changing,NA
WBGene00022848,Indirect,SET2,Increasing,NA
WBGene00022853,Indirect,SET6,Not_Bound,NA
WBGene00022854,Indirect,SET2,Not_Bound,NA
WBGene00022866,Indirect,SET6,Not_Bound,NA
WBGene00022867,Indirect,SET6,Not_Bound,NA
WBGene00022868,Direct,SET6,Larval,ClassA
WBGene00022868,Direct,SET6,Increasing,ClassA
WBGene00022870,Direct,SET6,Increasing,ClassA
WBGene00022873,Indirect,SET6,Not_Bound,NA
WBGene00023407,Indirect,SET6,Not_Bound,NA
WBGene00023423,Direct,SET2,Increasing,ClassD
WBGene00023423,Direct,SET2,Increasing,ClassD
WBGene00023427,Indirect,SET2,Not_Bound,NA
WBGene00023432,Direct,SET3,Increasing,ClassB
WBGene00023432,Direct,SET3,Increasing,ClassB
WBGene00023432,Direct,SET3,Larval,ClassB
WBGene00023451,Indirect,SET1,Not_Bound,NA
WBGene00023460,Indirect,SET2,Not_Bound,NA
WBGene00023483,Indirect,SET2,Not_Bound,NA
WBGene00023484,Indirect,SET3,Not_Bound,NA
WBGene00023485,Direct,SET6,Increasing,ClassB
WBGene00023489,Indirect,SET6,Increasing,NA
WBGene00023489,Indirect,SET6,Increasing,NA
WBGene00023489,Indirect,SET6,L3_High,NA
WBGene00023490,Indirect,SET2,Not_Bound,NA
WBGene00043062,Indirect,SET6,Not_Bound,NA
WBGene00043702,Indirect,SET6,Not_Bound,NA
WBGene00043981,Indirect,SET2,Not_Bound,NA
WBGene00043982,Indirect,SET2,Not_Bound,NA
WBGene00043983,Direct,SET6,Increasing,ClassB
WBGene00043995,Indirect,SET3,Larval,NA
WBGene00043997,Indirect,SET6,Not_Bound,NA
WBGene00044006,Indirect,SET6,Not_Bound,NA
WBGene00044007,Indirect,SET6,Not_Bound,NA
WBGene00044016,Indirect,SET2,Not_Bound,NA
WBGene00044029,Indirect,SET2,Not_Bound,NA
WBGene00044030,Indirect,SET1,Not_Bound,NA
WBGene00044032,Indirect,SET2,Increasing,NA
WBGene00044035,Indirect,SET6,Not_Bound,NA
WBGene00044045,Direct,SET6,Larval,ClassA
WBGene00044067,Indirect,SET2,Increasing,NA
WBGene00044073,Indirect,SET3,Not_Bound,NA
WBGene00044082,Indirect,SET6,Not_Bound,NA
WBGene00044106,Indirect,SET3,Not_Bound,NA
WBGene00044107,Direct,SET4,Increasing,ClassB
WBGene00044120,Indirect,SET6,Not_Bound,NA
WBGene00044147,Indirect,SET1,Increasing,NA
WBGene00044169,Indirect,SET6,Increasing,NA
WBGene00044206,Direct,SET6,Larval,ClassA
WBGene00044211,Indirect,SET3,Not_Bound,NA
WBGene00044212,Indirect,SET6,Not_Bound,NA
WBGene00044213,Indirect,SET2,Not_Bound,NA
WBGene00044221,Indirect,SET4,Larval,NA
WBGene00044237,Indirect,SET3,Not_Bound,NA
WBGene00044238,Indirect,SET1,Not_Bound,NA
WBGene00044249,Indirect,SET2,Not_Bound,NA
WBGene00044258,Indirect,SET2,Not_Bound,NA
WBGene00044280,Direct,SET2,Increasing,ClassD
WBGene00044284,Indirect,SET3,Not_Bound,NA
WBGene00044291,Direct,SET6,Increasing,ClassA
WBGene00044292,Indirect,SET5,Not_Bound,NA
WBGene00044295,Indirect,SET6,Not_Bound,NA
WBGene00044296,Direct,SET6,Increasing,ClassA
WBGene00044296,Direct,SET6,Larval,ClassA
WBGene00044301,Indirect,SET2,Not_Bound,NA
WBGene00044316,Indirect,SET2,Not_Bound,NA
WBGene00044331,Indirect,SET3,Not_Bound,NA
WBGene00044332,Indirect,SET4,Larval,NA
WBGene00044361,Indirect,SET6,Not_Bound,NA
WBGene00044373,Indirect,SET6,Not_Bound,NA
WBGene00044376,Indirect,SET5,Not_Bound,NA
WBGene00044379,Indirect,SET2,Not_Bound,NA
WBGene00044381,Direct,SET6,Increasing,ClassA
WBGene00044382,Direct,SET6,Larval,ClassA
WBGene00044389,Indirect,SET6,Not_Bound,NA
WBGene00044403,Direct,SET3,Increasing,ClassB
WBGene00044403,Direct,SET3,Larval,ClassB
WBGene00044404,Indirect,SET6,Not_Bound,NA
WBGene00044421,Direct,SET6,Increasing,ClassA
WBGene00044428,Indirect,SET6,Not_Bound,NA
WBGene00044433,Indirect,SET1,L3_High,NA
WBGene00044455,Direct,SET6,Larval,ClassA
WBGene00044457,Direct,SET6,Larval,ClassA
WBGene00044458,Direct,SET2,Increasing,ClassC
WBGene00044464,Indirect,SET6,Not_Changing,NA
WBGene00044469,Direct,SET6,Increasing,ClassA
WBGene00044471,Indirect,SET6,Not_Bound,NA
WBGene00044472,Indirect,SET5,Larval,NA
WBGene00044481,Direct,SET6,Increasing,ClassA
WBGene00044481,Direct,SET6,Larval,ClassA
WBGene00044485,Direct,SET6,Increasing,ClassA
WBGene00044485,Direct,SET6,Increasing,ClassA
WBGene00044488,Direct,SET6,Increasing,ClassA
WBGene00044488,Direct,SET6,Increasing,ClassA
WBGene00044492,Indirect,SET4,Not_Bound,NA
WBGene00044500,Direct,SET1,Increasing,ClassD
WBGene00044502,Indirect,SET2,Not_Bound,NA
WBGene00044512,Indirect,SET6,Not_Bound,NA
WBGene00044514,Indirect,SET6,Not_Bound,NA
WBGene00044527,Indirect,SET4,Not_Bound,NA
WBGene00044535,Indirect,SET2,Not_Bound,NA
WBGene00044536,Indirect,SET6,L3_High,NA
WBGene00044545,Indirect,SET2,Not_Bound,NA
WBGene00044551,Indirect,SET6,Not_Bound,NA
WBGene00044569,Indirect,SET2,Not_Bound,NA
WBGene00044579,Indirect,SET1,Not_Bound,NA
WBGene00044607,Indirect,SET6,Increasing,NA
WBGene00044611,Direct,SET2,L3_High,ClassD
WBGene00044611,Direct,SET2,Increasing,ClassD
WBGene00044617,Indirect,SET6,Not_Bound,NA
WBGene00044623,Indirect,SET1,Not_Bound,NA
WBGene00044637,Indirect,SET3,Increasing,NA
WBGene00044640,Indirect,SET6,Not_Bound,NA
WBGene00044644,Indirect,SET2,L3_High,NA
WBGene00044655,Indirect,SET1,Not_Bound,NA
WBGene00044658,Indirect,SET1,Not_Bound,NA
WBGene00044661,Indirect,SET2,Not_Bound,NA
WBGene00044672,Direct,SET2,Larval,ClassC
WBGene00044672,Direct,SET2,Increasing,ClassC
WBGene00044672,Direct,SET2,Increasing,ClassC
WBGene00044687,Indirect,SET2,Not_Bound,NA
WBGene00044696,Direct,SET6,Larval,ClassA
WBGene00044707,Direct,SET3,Increasing,ClassC
WBGene00044707,Direct,SET3,L3_High,ClassC
WBGene00044708,Indirect,SET3,Not_Bound,NA
WBGene00044709,Indirect,SET3,Not_Bound,NA
WBGene00044719,Indirect,SET6,Increasing,NA
WBGene00044719,Indirect,SET6,Larval,NA
WBGene00044720,Indirect,SET5,Not_Bound,NA
WBGene00044723,Indirect,SET6,Not_Bound,NA
WBGene00044744,Indirect,SET6,Not_Bound,NA
WBGene00044754,Indirect,SET2,Not_Bound,NA
WBGene00044757,Indirect,SET6,L3_High,NA
WBGene00044757,Indirect,SET6,Larval,NA
WBGene00044761,Direct,SET3,Increasing,ClassB
WBGene00044770,Direct,SET2,L3_High,ClassC
WBGene00044770,Direct,SET2,Not_Changing,ClassC
WBGene00044776,Direct,SET6,Larval,ClassB
WBGene00044783,Indirect,SET6,Not_Bound,NA
WBGene00044788,Indirect,SET1,Not_Bound,NA
WBGene00044792,Direct,SET6,Larval,ClassA
WBGene00044807,Direct,SET6,Increasing,ClassA
WBGene00044922,Indirect,SET6,Not_Bound,NA
WBGene00044987,Indirect,SET2,Not_Bound,NA
WBGene00044990,Direct,SET6,Increasing,ClassA
WBGene00045013,Direct,SET6,Increasing,ClassB
WBGene00045013,Direct,SET6,Larval,ClassB
WBGene00045048,Direct,SET2,Larval,ClassD
WBGene00045048,Direct,SET2,L3_High,ClassD
WBGene00045048,Direct,SET2,Increasing,ClassD
WBGene00045052,Indirect,SET6,Not_Bound,NA
WBGene00045053,Indirect,SET6,Increasing,NA
WBGene00045053,Indirect,SET6,L3_High,NA
WBGene00045067,Indirect,SET1,Not_Bound,NA
WBGene00045207,Indirect,SET2,Not_Bound,NA
WBGene00045212,Indirect,SET3,Increasing,NA
WBGene00045212,Indirect,SET3,L3_High,NA
WBGene00045237,Indirect,SET2,Not_Bound,NA
WBGene00045245,Indirect,SET4,Increasing,NA
WBGene00045252,Direct,SET6,Increasing,ClassA
WBGene00045252,Direct,SET6,Larval,ClassA
WBGene00045252,Direct,SET6,L3_High,ClassA
WBGene00045261,Indirect,SET1,Not_Bound,NA
WBGene00045275,Indirect,SET1,Not_Bound,NA
WBGene00045297,Indirect,SET2,Not_Bound,NA
WBGene00045303,Indirect,SET1,Not_Bound,NA
WBGene00045305,Direct,SET2,Increasing,ClassD
WBGene00045305,Direct,SET2,Increasing,ClassD
WBGene00045305,Direct,SET2,Larval,ClassD
WBGene00045338,Indirect,SET3,Not_Bound,NA
WBGene00045365,Direct,SET6,Increasing,ClassA
WBGene00045379,Indirect,SET1,Not_Bound,NA
WBGene00045390,Indirect,SET6,Not_Bound,NA
WBGene00045393,Indirect,SET2,Not_Bound,NA
WBGene00045397,Direct,SET3,Increasing,ClassB
WBGene00045401,Indirect,SET3,Not_Bound,NA
WBGene00045403,Indirect,SET1,Not_Bound,NA
WBGene00045405,Indirect,SET1,Not_Bound,NA
WBGene00045416,Indirect,SET2,Not_Bound,NA
WBGene00045417,Indirect,SET2,Not_Bound,NA
WBGene00045455,Direct,SET6,Larval,ClassA
WBGene00045457,Direct,SET3,Increasing,ClassC
WBGene00045458,Indirect,SET6,Not_Changing,NA
WBGene00045461,Indirect,SET6,Increasing,NA
