Gene,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
C18E9.8,8.651307576,3.804559406,3.937908692,0.985843765,3.554883169,0.000378147,0.000640944
Y46G5A.34,19.15563455,0.913490897,0.922030188,0.529522528,1.158573742,0.246629977,0.292468521
Y46G5A.35,83.97979882,0.146233443,0.146534261,0.251253497,0,1,1
F54B11.3,804.2786701,0.76776898,0.768204208,0.131770122,3.54988653,0.000385397,0.000653079
Y46G5A.4,1833.455728,-2.070722099,-2.071499716,0.107188785,-16.51965825,2.65E-61,2.26E-60
Y46G5A.5,450.4229714,-0.492949175,-0.493158305,0.114051114,-1.691778083,0.090688294,0.117027075
Y46G5A.7,8.233015263,-5.383613128,-5.807300712,1.445041396,-3.517970588,0.000434861,0.000733374
Y46G5A.8,14.13215249,-6.229068211,-6.583713755,1.251116265,-4.739022563,2.15E-06,4.28E-06
T20D3.6,233.9835939,0.902771951,0.903620883,0.169840611,3.549044883,0.000386631,0.000655017
C15C7.1,70.38399449,1.392830779,1.397157192,0.308164859,3.546253726,0.00039075,0.000661762
K06A1.4,144.5847843,0.99668131,0.997941954,0.196575569,3.544088985,0.000393972,0.000666985
Y46H3A.4,1.841811705,-3.25914438,-3.637447692,1.699020213,-1.741676972,0.081564984,0.106077767
F31F7.2,10.27936076,3.099741388,3.166386996,0.790053957,3.543734405,0.000394502,0.000667804
Y46H3A.6,846.680936,-0.293422859,-0.293583627,0.129521558,0,1,1
Y46H3A.7,165.0266751,-2.459336988,-2.462993384,0.213657812,-10.10652019,5.17E-24,1.97E-23
Y75B8A.21,8.735114479,3.779281375,3.911590137,0.982139127,3.54255449,0.000396272,0.00067072
Y45F10B.8,4.534760959,5.768469961,6.300303362,1.544721484,3.54010093,0.000399974,0.000676591
Y46H3C.4,20.4557775,-4.546837439,-4.675572063,0.891308453,-4.764722496,1.89E-06,3.78E-06
Y46H3C.5,61.49815696,-7.404711808,-7.7363646,1.105161155,-6.428665881,1.29E-10,3.23E-10
Y46H3C.6,2.756432365,-3.786682399,-4.218173643,1.687151324,-2.066609171,0.038770996,0.053037284
Y46H3C.7,23.33542851,-4.774191143,-4.904113025,0.879320558,-5.088236709,3.61E-07,7.59E-07
ZK899.3,6.122361724,4.127711846,4.302262051,1.083626439,3.532316773,0.000411936,0.000695848
Y46H3D.6,6.476296903,-0.150929118,-0.154076268,0.789312384,0,1,1
K02A11.1,1402.533092,0.612950052,0.613107054,0.088643263,3.530443722,0.000414863,0.000700712
Y47A7.1,285.6596951,-0.722548928,-0.723088144,0.151072598,-2.796992535,0.005158072,0.007838492
Y47A7.2,25.68128904,-6.158519019,-6.457613173,1.137266795,-5.151402505,2.59E-07,5.48E-07
Y47C4A.1,17.77910433,-1.035488002,-1.044296623,0.504510726,-1.457824313,0.144888975,0.180789229
Y47D3A.1,9.649612561,-2.625112817,-2.699210356,0.899208796,-2.585731843,0.00971725,0.014328607
Y47D3A.10,1.522388194,-2.805919262,-3.353984265,2.065119765,-1.213449847,0.224957878,0.26904136
Y47D3A.11,2.960007338,-3.806116424,-4.316464563,1.800297998,-1.947520037,0.05147242,0.06919463
Y47D3A.12,2.397662891,-3.634596648,-4.030974814,1.658698479,-2.010369389,0.044392108,0.060236611
Y47D3A.13,4.524780056,-4.385609696,-4.930187034,1.747829883,-2.337532809,0.019411497,0.027612301
Y47D3A.14,98.45802379,-2.118422033,-2.123506585,0.271961643,-6.68631802,2.29E-11,5.91E-11
Y47D3A.15,408.819741,0.181512515,0.181584011,0.109921248,0,1,1
ZK822.6,9.415557494,3.3699964,3.457811254,0.870382075,3.527182473,0.000420007,0.000709234
F01D5.5,31.46747399,1.991839102,2.006990497,0.480115751,3.523815036,0.000425381,0.000718141
T22C1.11,173.0360632,1.120195042,1.122177567,0.232850305,3.522413429,0.000427637,0.000721865
Y47D3A.20,37.96626389,-0.776138774,-0.7808299,0.429713399,-1.108037997,0.267845406,0.315505042
Y47D3A.21,315.1361021,-0.860217389,-0.861090706,0.176147197,-3.180393434,0.001470752,0.00236347
Y47D3A.22,90.61990809,-1.230785578,-1.234528199,0.305895849,-3.042818601,0.002343736,0.003686838
Y47D3A.23,489.7458862,-0.466278938,-0.466458756,0.10865969,-1.530272519,0.125949287,0.158621498
Y47D3A.25,386.7862846,0.064294344,0.064321973,0.114792396,0,1,1
Y47D3A.26,789.8278365,-4.713331593,-4.718120677,0.176003978,-25.0751809,9.28E-139,2.47E-137
Y47D3A.27,190.765444,-1.207213234,-1.208845697,0.204019854,-4.446690932,8.72E-06,1.67E-05
Y47D3A.28,258.6791376,-4.916239692,-4.930276726,0.294585072,-15.670311,2.41E-55,1.84E-54
Y47D3A.29,1090.130579,-5.942275614,-5.950289466,0.203309044,-27.75221156,1.64E-169,6.07E-168
Y47D3A.30,3.103091203,-2.882000878,-3.227996394,1.630939236,-1.583137385,0.113390154,0.143990661
Y47D3A.31,7.687177869,-0.976454089,-1.009101178,0.970315923,-0.697148292,0.485709995,0.545132363
Y47D3A.32,15.85527635,0.942136941,0.953517742,0.604720727,1.061873543,0.288293097,0.337173726
Y47D3A.4,373.4053332,-1.685352513,-1.686441332,0.1409148,-9.831135654,8.27E-23,3.06E-22
Y47D3A.5,2.261502499,0.955712747,1.010044067,1.246619403,0.525992733,0.598893256,0.661532485
T27C5.8,6.303880475,6.13275744,6.796695095,1.656073921,3.522039303,0.000428241,0.0007228
Y47D3B.1,2.542096344,-3.67498034,-4.096519522,1.690791671,-1.996094727,0.045923613,0.062186344
Y47D3B.10,120.7412159,-8.344923794,-8.711547806,1.091409815,-7.371130152,1.69E-13,4.75E-13
Y47D3B.11,68.52347184,-0.395165482,-0.39618456,0.280785192,-0.338926287,0.734665261,0.7989913
Y47D3B.12,5.769157771,-4.043276757,-4.289457247,1.30462451,-2.869236879,0.004114635,0.006318576
Y47D3B.2,17.71904661,-6.564828767,-6.907485518,1.202784863,-5.208602935,1.90E-07,4.06E-07
Y47D3B.4,6.91452316,-2.405776668,-2.483785412,0.956321108,-2.201955651,0.027668441,0.03857573
Y47D3B.5,14.93845722,-1.285266028,-1.30382525,0.651457065,-1.512403626,0.130431213,0.163781004
F48D6.3,10.09004303,4.088452612,4.258607663,1.076230012,3.520114258,0.000431361,0.000727981
F42C5.3,7.636623895,3.722869521,3.84679646,0.973311968,3.516723965,0.000436908,0.000736483
T20B3.16,11.27561576,2.807360019,2.855448243,0.713480699,3.514264677,0.000440973,0.000743162
Y47D7A.1,151.5293686,-8.630772554,-9.042499223,1.140872044,-7.302109468,2.83E-13,7.89E-13
Y47D7A.13,2.133093362,-0.102559758,-0.113323937,1.620830231,0,1,1
T05B11.6,14.29954435,6.314307968,7.018409588,1.711512976,3.514030015,0.000441363,0.000743733
Y46C8AL.2,3.885881928,5.601835152,6.089675396,1.508781967,3.513983642,0.00044144,0.000743776
Y47D7A.6,2.037028474,-3.387181715,-3.777583493,1.693663552,-1.822783345,0.068336211,0.090031433
Y47D7A.8,58.12819206,-8.186089024,-8.623035426,1.215169742,-6.489701602,8.60E-11,2.17E-10
Y47D9A.1,599.0814211,-0.533590251,-0.533807654,0.111670694,-2.091777546,0.03645842,0.050087023
Y47D9A.2,55.9518423,-2.831893645,-2.8461983,0.3892727,-6.504164418,7.81E-11,1.98E-10
Y47G6A.1,120.9685536,-6.003762521,-6.067674429,0.562052239,-10.14810034,3.38E-24,1.30E-23
Y47G6A.10,734.14396,-1.845367467,-1.846495271,0.136975993,-11.28203149,1.61E-29,7.01E-29
Y47G6A.11,832.196241,-7.38248783,-7.411009445,0.34180424,-20.72088936,2.25E-95,3.31E-94
Y47G6A.12,803.7172328,-5.999515699,-6.010154481,0.23275123,-24.48758575,2.00E-132,4.93E-131
Y47G6A.13,3.153450894,-4.006747017,-4.407955487,1.599098237,-2.318023328,0.020448053,0.028989797
Y47G6A.14,125.090559,-6.497928236,-6.591224684,0.644601497,-9.615131614,6.90E-22,2.49E-21
Y47G6A.15,10.24955335,-1.721543978,-1.787577814,1.043922767,-1.361732901,0.173282194,0.212685311
Y47G6A.17,2.727040331,-1.142645366,-1.224091327,1.406411786,-0.599145552,0.549075827,0.610234323
R07C12.4,7.83775367,3.276136084,3.35718002,0.84708297,3.513393833,0.000442421,0.000745342
Y47G6A.19,104.4930041,-9.02874914,-9.465186074,1.161492312,-7.515115727,5.69E-14,1.62E-13
Y47G6A.2,484.8692971,-7.808456898,-7.876646178,0.507366006,-14.79889627,1.49E-49,9.94E-49
Y47G6A.20,639.6539598,-1.380800513,-1.381338253,0.109326891,-9.885953035,4.79E-23,1.78E-22
T26F2.3,6.149608887,4.148667617,4.327912102,1.095527777,3.513071689,0.000442958,0.000746159
Y47G6A.23,905.2595521,0.706378561,0.706686991,0.11568702,3.512741207,0.000443509,0.000747001
Y54G2A.50,117.9011426,1.119973889,1.121984313,0.234661084,3.494290043,0.000475324,0.000798912
Y47G6A.24,126.9489938,-8.409926296,-8.783031787,1.089993537,-7.440343467,1.00E-13,2.84E-13
Y47G6A.25,147.2357966,-7.399482349,-7.566154561,0.790772803,-8.977904048,2.76E-19,9.32E-19
Y47G6A.26,1.443578969,-2.521518382,-3.280893573,2.363022575,-0.940117291,0.3471574,0.400063901
Y47G6A.27,70.77607175,-1.114715355,-1.117458289,0.273999555,-2.973418535,0.002945026,0.004592728
Y47G6A.28,314.6141176,-8.974785178,-9.255881421,0.909808773,-9.534734591,1.50E-21,5.38E-21
Y47G6A.29,780.2909687,0.693215928,0.694026727,0.18912398,2.07914368,0.037604146,0.051537973
Y47G6A.3,3.846666501,-1.067405676,-1.133720814,1.322941125,-0.580075456,0.561863735,0.623392363
Y47G6A.31,13.23366366,-6.144001097,-6.490822225,1.246353003,-4.688881144,2.75E-06,5.43E-06
Y47G6A.33,205.462942,-4.082963146,-4.09372895,0.28444945,-13.29924578,2.34E-40,1.30E-39
Y47G6A.4,165.1149362,-1.762629543,-1.764873306,0.19746416,-7.407063352,1.29E-13,3.63E-13
Y73B6BL.27,112.7941797,1.689371569,1.698190552,0.3976996,3.493520157,0.000476697,0.000801033
Y47G6A.6,227.1105044,-3.359567483,-3.365810897,0.238592601,-12.82339634,1.21E-37,6.39E-37
C31A11.6,4.119356554,5.669885345,6.185050255,1.537559583,3.49247301,0.00047857,0.000804087
Y47G6A.8,671.3380806,-3.764681321,-3.768436099,0.175386116,-19.75459292,7.32E-87,9.60E-86
Y47G6A.9,141.0993127,-1.722049998,-1.725278982,0.239319113,-5.942066136,2.81E-09,6.63E-09
Y47G7B.2,11.3366009,-4.1489802,-4.328563379,1.066058339,-3.61047802,0.000305633,0.00052226
Y47H10A.1,3.310469749,-4.11189269,-4.478986155,1.523572342,-2.501944007,0.012351346,0.017981649
Y47H10A.2,6.908302242,-2.961363726,-3.069492585,1.020092915,-2.608942468,0.009082251,0.013429248
C37A5.9,119.3331555,1.10138998,1.103296247,0.229753341,3.488044942,0.000486566,0.000817142
Y47H10A.4,3.425703674,-4.182154054,-4.531131621,1.480392949,-2.622380806,0.008731781,0.012937496
C33C12.11,10.02446639,3.098065992,3.166578544,0.80268932,3.485864235,0.00049055,0.000823736
Y47H9B.2,3.378356975,-3.129454422,-3.388966232,1.417421729,-1.996198001,0.045912375,0.06217695
Y47H9C.1,4.891584218,1.736961765,1.838755383,1.273616948,1.128252704,0.259213211,0.306160004
Y47H9C.10,34.69738541,0.145869596,0.14663176,0.399778075,0,1,1
M05B5.3,13.2809728,2.817546225,2.868137299,0.722452641,3.484721464,0.00049265,0.000826974
W02B12.9,552.356412,0.701832013,0.702136692,0.115340465,3.483877171,0.000494206,0.000829395
Y47H9C.5,109.5113486,-5.880100461,-5.952148751,0.606290148,-9.203679912,3.46E-20,1.20E-19
Y47H9C.7,205.6698699,-1.259255463,-1.260787522,0.193287056,-4.962854112,6.95E-07,1.43E-06
Y47H9C.8,193.6763994,-2.067177096,-2.069804287,0.197733228,-8.9371782,3.99E-19,1.34E-18
F26H9.8,12.12843026,2.713072828,2.756756659,0.69308674,3.481631792,0.000498368,0.000836089
Y48A5A.1,170.2392356,-2.352127753,-2.356102259,0.227049544,-9.038237706,1.59E-19,5.41E-19
Y48A5A.2,90.17018311,-0.044074307,-0.044152915,0.233088107,0,1,1
Y48A5A.3,58.19199403,0.156477268,0.156867284,0.275163167,0,1,1
Y48A6A.1,6.904327933,-1.427557438,-1.462368078,0.839659749,-1.342874228,0.179312703,0.219372233
Y48A6B.10,202.2772468,-2.179982245,-2.182755686,0.196760701,-9.554663283,1.24E-21,4.45E-21
Y48A6B.11,724.7686887,-5.116593227,-5.122876375,0.193869305,-24.84453759,2.96E-136,7.63E-135
Y48A6B.13,910.8529119,-0.923138518,-0.923566848,0.11911324,-5.231479865,1.68E-07,3.60E-07
Y48A6B.3,350.8979672,-4.502372591,-4.511338055,0.245965195,-17.08523268,1.91E-65,1.76E-64
Y48A6B.5,133.8596107,-2.825682068,-2.831523146,0.250158019,-10.09634663,5.73E-24,2.19E-23
Y48A6B.6,4.258447099,-2.666828922,-2.831017227,1.25843289,-1.880774843,0.060002554,0.079805147
F26F2.1,8.456072446,3.118724176,3.189935102,0.810468408,3.477895186,0.000505367,0.000847292
JC8.16,7.816632046,3.785586654,3.919113937,1.003311823,3.474081114,0.000512606,0.000859077
F08G5.3,24.70175371,2.159185082,2.179877785,0.535476087,3.472022608,0.000516553,0.00086519
Y48A6C.3,112.0827035,-2.972597598,-2.983741919,0.335301522,-7.970729102,1.58E-15,4.76E-15
Y48A6C.4,321.3620035,-1.842908193,-1.844221899,0.147991137,-10.42567972,1.89E-25,7.47E-25
Y48A6C.5,48.66948097,-0.31298804,-0.314426409,0.372991761,-0.034821251,0.972222275,1
Y48A6C.6,1.860403519,0.098494971,0.105222847,1.361616025,0,1,1
Y48B6A.1,515.283833,-3.04475009,-3.047374686,0.162346507,-16.90673937,4.01E-64,3.60E-63
Y48B6A.10,35.16912903,-5.386141039,-5.526072201,0.861869543,-5.90128875,3.61E-09,8.45E-09
Y48B6A.11,437.8612379,-2.351538487,-2.353880899,0.17471707,-11.74206098,7.76E-32,3.58E-31
F57B9.8,19.52082373,2.123750796,2.143153644,0.525399549,3.471169319,0.000518197,0.000867743
Y48B6A.13,117.9557964,-2.908295115,-2.916340996,0.291573389,-8.945587,3.70E-19,1.24E-18
Y48B6A.14,2659.038954,-1.902300112,-1.903420952,0.134381541,-11.92351344,8.93E-33,4.22E-32
ZK593.2,14.76037611,2.272162386,2.296571089,0.568201174,3.470887561,0.000518741,0.000868554
Y48B6A.3,599.3333126,-2.374474355,-2.375723199,0.126909469,-16.34609599,4.64E-60,3.88E-59
Y48B6A.5,1.885969443,-3.086612762,-3.664312037,2.036293236,-1.36847322,0.171163999,0.210504346
Y48B6A.6,62.5434921,-5.494923994,-5.578735471,0.665808949,-7.802424413,6.07E-15,1.79E-14
Y48B6A.7,1.3886752,-2.851379124,-3.234877633,1.801413607,-1.416320558,0.156681672,0.194030288
Y48B6A.8,3.308696535,-4.134803273,-4.486060006,1.492318781,-2.569694439,0.010178825,0.014968008
Y48C3A.10,159.0870886,-1.913958937,-1.916744259,0.211675127,-7.624698099,2.45E-14,7.07E-14
Y48C3A.11,3.28253922,-3.199890052,-3.43469785,1.428589993,-2.029896657,0.042367045,0.057656508
Y48C3A.12,632.39633,-2.004890349,-2.0058429,0.120674336,-14.12802764,2.55E-45,1.56E-44
Y48C3A.14,503.1918009,-1.319720063,-1.320307272,0.116639551,-8.742489584,2.28E-18,7.49E-18
Y48C3A.16,238.3752477,-0.824956117,-0.825535348,0.146663786,-3.579316558,0.000344494,0.000585964
Y48C3A.17,132.2422299,-1.635588207,-1.639694212,0.276568384,-4.82914276,1.37E-06,2.77E-06
Y48C3A.18,57.21133874,-1.113398615,-1.116897819,0.309763037,-2.625873713,0.008642688,0.012810742
Y48C3A.20,168.8563078,-2.515620725,-2.519186158,0.208252852,-10.63908946,1.96E-26,7.94E-26
K12F2.2,198.5435708,0.953769991,0.954875824,0.188453814,3.469125812,0.000522155,0.000873864
M04C7.1,12.30581332,2.417610226,2.447760096,0.610482893,3.468746221,0.000522893,0.000874897
Y47D3B.6,12.80036438,3.517700221,3.621847122,0.927882545,3.467788287,0.000524761,0.00087792
Y48C3A.7,328.2102513,-2.857978502,-2.861805774,0.202381048,-12.6394172,1.28E-36,6.61E-36
Y48C3A.8,550.6786555,-2.442963322,-2.444778385,0.150780682,-14.21245276,7.67E-46,4.75E-45
Y48D7A.1,1.330184415,-2.75113248,-3.185502187,1.917099743,-1.278562833,0.201051045,0.243531837
Y48D7A.2,33.49657983,-7.459566186,-7.826358255,1.170582184,-6.116243936,9.58E-10,2.30E-09
Y48E1A.1,383.5445973,-2.12889273,-2.130250826,0.139705327,-13.09107366,3.70E-39,2.01E-38
Y48E1B.1,224.9330281,-0.508437373,-0.508965857,0.178564917,-1.167291853,0.243092528,0.288723549
C06B3.5,4.845965511,5.066408412,5.442734318,1.3750298,3.466403718,0.000527471,0.000882148
M05D6.8,6.151814988,4.158390635,4.344526047,1.114573323,3.461764745,0.000536646,0.000897078
Y48E1B.12,379.3355728,-7.846370786,-7.938860893,0.585940266,-12.87907867,5.90E-38,3.13E-37
Y48E1B.13,3.399113308,-0.122164087,-0.126718514,1.039359172,0,1,1
Y48E1B.14,485.6367079,-0.619614391,-0.619980577,0.13437826,-2.378467999,0.017384746,0.024900798
Y48E1B.16,9.458545989,-2.664559875,-2.774663273,1.048607856,-2.254951516,0.024136372,0.033899715
Y48E1B.2,452.1093573,-0.862572954,-0.862934172,0.113318266,-4.964539019,6.89E-07,1.42E-06
Y48E1B.3,364.3937398,-0.540571046,-0.540861763,0.128352932,-1.87429335,0.060890004,0.080944067
Y48E1B.5,298.896674,-0.309339758,-0.309610254,0.163623027,-0.057080954,0.954480708,1
Y48E1B.7,229.7889249,-2.359974481,-2.363549542,0.214893574,-9.586021791,9.15E-22,3.30E-21
Y48E1B.8,84.22443696,-7.845451315,-8.191024018,1.094090324,-6.896552461,5.33E-12,1.41E-11
Y48E1B.9,33.29460701,-1.890213935,-1.904306658,0.473367002,-3.359367951,0.00078121,0.001287442
Y48E1C.1,194.9597843,-1.247421343,-1.248737182,0.179274261,-5.284759439,1.26E-07,2.71E-07
Y48E1C.2,140.3472956,-1.678628852,-1.682086549,0.25167894,-5.477728302,4.31E-08,9.54E-08
C25B8.8,17.36309009,3.404677499,3.50082266,0.896936617,3.461423518,0.000537327,0.000898112
Y48E1C.4,146.1496183,0.364630789,0.365111681,0.200786506,0.321888113,0.747537459,0.812135301
K07B1.4,208.4149982,0.968763111,0.969944282,0.193247278,3.460659937,0.000538853,0.000900455
Y48G10A.2,200.0162977,-3.48373577,-3.489938131,0.233364321,-13.64277007,2.23E-42,1.28E-41
ZK1240.1,6.060817881,4.706516938,4.989728373,1.273763262,3.459447347,0.000541285,0.000904415
Y48G10A.4,310.6942759,-2.490207671,-2.492234368,0.157885856,-13.8720955,9.35E-44,5.55E-43
Y48G10A.6,4.429400945,-3.643704743,-3.883276767,1.354527218,-2.468540092,0.013566545,0.019653819
Y48G1A.1,97.69430455,-1.086272111,-1.088269899,0.236877397,-3.319320969,0.000902366,0.00147885
Y48G1A.2,162.5451896,-8.040063515,-8.29660989,0.92138022,-8.400509741,4.45E-17,1.41E-16
Y48G1A.3,174.2107956,-1.355945742,-1.35766483,0.197211995,-5.354368733,8.59E-08,1.87E-07
Y48G1A.4,321.6519173,-2.915079741,-2.918725442,0.195448201,-13.37991205,7.92E-41,4.45E-40
Y48G1A.5,1424.015703,-3.907739611,-3.90991155,0.130407314,-27.66516309,1.83E-168,6.76E-167
Y48G1A.6,184.7377149,-4.334309998,-4.346870831,0.297576171,-13.55723473,7.18E-42,4.11E-41
Y48G1BL.1,22.60483357,-5.974309827,-6.270023717,1.146421299,-4.949585142,7.44E-07,1.53E-06
Y48G1BL.2,132.4428557,-2.603635935,-2.608906816,0.248169106,-9.282525007,1.66E-20,5.77E-20
Y48G1BL.4,2.915849599,-3.917411966,-4.29850717,1.580163686,-2.28926408,0.022064013,0.031155533
Y48G1BL.5,7.109877886,-2.900003297,-3.030152391,1.111180497,-2.339856849,0.019291132,0.027454591
Y48G1BL.6,36.56570632,-4.696861892,-4.774853978,0.694048332,-6.335094674,2.37E-10,5.88E-10
Y48G1BL.7,3.199983022,-3.065157325,-3.339305021,1.459660696,-1.894383628,0.058174108,0.07760484
Y48G1BM.1,27.69106717,-7.190496409,-7.549085625,1.178086018,-5.848890748,4.95E-09,1.15E-08
F15B9.10,484.4750713,0.810240593,0.810816738,0.147497439,3.459318329,0.000541544,0.000904651
Y48G1BM.8,1.79942718,-3.232213955,-3.606992998,1.698679902,-1.726172159,0.084316445,0.109419905
Y48G1BM.9,13.68072304,-6.185653869,-6.529517046,1.237425986,-4.75636841,1.97E-06,3.94E-06
Y48G1BR.1,20.90828202,-6.770846503,-7.142884195,1.231015793,-5.256509737,1.47E-07,3.15E-07
Y48G1C.1,218.9752405,-2.941553404,-2.945841184,0.210648921,-12.54007567,4.51E-36,2.30E-35
Y48G1C.10,103.9529987,-0.953476373,-0.955454953,0.252489911,-2.588128651,0.009649893,0.014233642
Y48G1C.11,136.0529872,-0.631632428,-0.632575572,0.213316486,-1.554649783,0.120029501,0.151774228
Y48G1C.12,135.7923826,-2.726794242,-2.732475841,0.252695692,-9.60362332,7.72E-22,2.79E-21
Y48G1C.13,16.63216258,-3.89908857,-3.994758838,0.846938749,-4.249526398,2.14E-05,4.00E-05
Y48G1C.2,411.4269284,-1.456027667,-1.456778108,0.125662157,-9.199489297,3.60E-20,1.24E-19
Y48G1C.4,116.2619845,-2.379243818,-2.385186686,0.275603082,-7.544341688,4.55E-14,1.30E-13
Y48G1C.5,4.554645337,-4.507151159,-4.938844459,1.57013177,-2.679489224,0.007373458,0.011023209
Y48G1C.6,31.4267917,0.644882954,0.647629624,0.359619689,0.959021335,0.337547997,0.389984733
Y48G1C.7,586.3248238,-1.86477296,-1.866244963,0.155749467,-10.04673076,9.50E-24,3.59E-23
Y48G1C.8,586.0625778,-2.278751493,-2.280016372,0.130124746,-15.20657337,3.20E-52,2.27E-51
Y48G1C.9,162.6307989,0.056988336,0.057046075,0.176544669,0,1,1
Y48G8AL.1,493.7999994,-1.161670479,-1.162583449,0.155119791,-5.554871326,2.78E-08,6.22E-08
Y48G8AL.10,173.0346286,-2.24117165,-2.244572554,0.214634747,-9.044069897,1.51E-19,5.13E-19
Y48G8AL.11,335.178415,0.468040909,0.46833399,0.138463813,1.213608856,0.224897124,0.269013205
T06D8.9,881.2591914,0.671436398,0.671689126,0.107427067,3.457568081,0.000545074,0.000910115
Y48G8AL.14,231.9079866,-0.746205889,-0.746933211,0.172966996,-2.579716932,0.009888133,0.014564245
Y48G8AL.15,28.7041094,-1.597329698,-1.60781115,0.446313212,-2.906769646,0.00365182,0.005639006
Y48G8AL.5,639.1404855,-1.635891799,-1.636578056,0.11350481,-11.769473,5.61E-32,2.60E-31
Y48G8AL.6,939.8812579,-0.849719809,-0.849988254,0.098321148,-5.591063796,2.26E-08,5.07E-08
Y48G8AL.7,55.08143585,-2.797831119,-2.818248553,0.475197702,-5.256404039,1.47E-07,3.15E-07
C29H12.2,1878.29181,0.753952598,0.75437862,0.131627158,3.448776095,0.000563133,0.000939617
Y48G8AL.9,76.17139646,-2.663352541,-2.671635276,0.307261599,-7.691662561,1.45E-14,4.23E-14
Y48G8AR.1,8.372047898,-5.469241183,-5.823962527,1.326139986,-3.897960424,9.70E-05,0.000173022
Y48G8AR.2,1.136141265,-2.547900889,-2.950946503,1.916430913,-1.172962132,0.240810992,0.286295972
B0261.5,7.649818759,3.636121783,3.758007409,0.967576107,3.447916664,0.000564928,0.000942395
Y48G9A.11,53.92643919,-5.016890159,-5.084721843,0.629326223,-7.495143203,6.62E-14,1.88E-13
Y48G9A.3,1195.125012,-1.170087362,-1.170626069,0.118751201,-7.326977359,2.35E-13,6.57E-13
Y48G9A.4,331.4655793,-0.158658224,-0.158782106,0.154500947,0,1,1
Y48G9A.8,413.5931671,0.223980546,0.224198957,0.172656106,0,1,1
F55H12.7,4.91549825,5.088571252,5.476093184,1.389210208,3.446973844,0.000566903,0.00094558
Y49A10A.2,33.90827485,-1.501291283,-1.510370559,0.42880914,-2.801459134,0.005087208,0.007734868
Y49A3A.1,767.7517676,0.109898482,0.109948812,0.118479176,0,1,1
T08E11.8,6.859952621,3.526569388,3.636434179,0.938266507,3.438862376,0.000584164,0.000973472
Y49A3A.3,124.152324,-0.542377907,-0.543034224,0.192576649,-1.258604861,0.20817309,0.251064943
Y49A3A.4,5.508767251,1.216809974,1.252742214,0.928358689,0.987560072,0.323368149,0.374950413
Y49A3A.5,547.2731859,-1.282076572,-1.283149959,0.160139767,-6.132621449,8.64E-10,2.08E-09
VY10G11R.1,4.92952968,5.094404653,5.458729447,1.394270291,3.438647933,0.000584627,0.000974131
R13F6.2,5.835855492,4.055779221,4.230995902,1.094741978,3.430743769,0.000601929,0.001002498
Y7A5A.6,8.780346281,3.059633685,3.127542445,0.804767322,3.42910753,0.00060557,0.001008277
Y49E10.1,1177.595378,-0.518458083,-0.51868591,0.115977904,-1.883618132,0.059616647,0.079346174
Y49E10.10,5.532525295,-0.971706456,-1.042291132,1.376003067,-0.488157673,0.625438163,0.688748949
M176.3,920.9193378,0.646192809,0.646408303,0.101126618,3.42335989,0.000618521,0.001028592
Y49E10.14,360.9137374,-4.674466693,-4.684260078,0.251862779,-17.36845242,1.43E-67,1.36E-66
Y49E10.15,455.9441988,-2.228024429,-2.230242861,0.174123516,-11.07274002,1.70E-28,7.23E-28
B0507.8,12.84916081,3.380924955,3.476843349,0.900433194,3.421603041,0.000622531,0.001034904
T01E8.3,174.1340415,1.060354086,1.062073111,0.22244048,3.418236131,0.000630284,0.001046829
F01G4.5,121.8892219,0.984584294,0.985872762,0.200311423,3.417599877,0.000631759,0.001049158
Y49E10.19,1417.0728,-7.315745909,-7.332379001,0.26266493,-26.70986913,3.61E-157,1.19E-155
Y49E10.2,149.8524214,-0.548499914,-0.549089778,0.181229492,-1.371189153,0.170315999,0.209514908
K02D10.2,11.30594261,2.630555926,2.671328188,0.681966138,3.417407103,0.000632207,0.001049781
Y49E10.21,270.2996401,-0.066220591,-0.066267172,0.146701987,0,1,1
Y49E10.22,23.22227881,-1.943063631,-1.960964656,0.523923344,-3.136076391,0.001712246,0.002731507
E02C12.6,10.63383124,3.06583351,3.13443772,0.80985235,3.415231814,0.000637278,0.001057958
F53F1.1,5.379515237,4.443742554,4.690344061,1.213935368,3.413478726,0.000641392,0.001064544
Y49E10.29,42.751374,-6.12606062,-6.342817448,0.974167739,-5.980551793,2.22E-09,5.26E-09
Y49E10.3,489.602607,-3.6411772,-3.644755287,0.173067959,-19.30557926,4.82E-83,5.91E-82
Y49E10.30,7.69095232,-4.460957264,-4.708987635,1.245186041,-3.341635007,0.000832865,0.00136867
Y49E10.4,233.7671461,-4.925779746,-4.941764238,0.31490535,-14.6894289,7.53E-49,4.97E-48
Y49E10.6,916.9978982,-1.547713035,-1.548234299,0.101610868,-12.27932658,1.17E-34,5.77E-34
Y49F6A.1,8.820438786,-5.567148668,-5.904802531,1.287250238,-4.09178302,4.28E-05,7.84E-05
Y49F6A.5,8.642692655,-3.895522908,-4.071849728,1.140008022,-3.153945269,0.001610793,0.002577627
Y49F6B.1,258.5104193,-2.847800556,-2.851210233,0.191179795,-13.32672502,1.62E-40,9.02E-40
Y2H9A.6,8.004066312,3.342115632,3.433381588,0.891419632,3.412663937,0.000643312,0.001067609
Y49F6B.2,110.9175888,-2.903822814,-2.912014066,0.292397291,-8.905085289,5.33E-19,1.78E-18
